File,Gamma,V,T,E,G_Edges,BBR19,LS,LSAR,DEC
rollernet374,2,62,27,20192,12468,0.268,6.7106,4.2194,0.351
rollernet266,2,62,38,23762,13743,0.3871,7.8275,3.7076,0.3655
rollernet223,2,62,45,25424,14019,0.4506,8.9927,3.3784,0.4012
rollernet658,2,62,16,14994,10060,0.4177,5.5285,4.7246,0.0551
rollernet499,2,62,20,17371,11257,0.1794,6.3014,4.6963,0.0774
rollernet637,2,62,16,15269,10262,0.4179,5.643,4.6181,0.0807
rollernet28,2,62,357,62616,31352,7.7759,47.0923,6.1416,0.4298
rollernet6,2,62,1663,115375,61513,56.3478,244.7548,50.9307,1.0105
rollernet841,2,62,12,13056,9138,0.1063,6.0432,5.5433,0.0874
rollernet865,2,62,12,13028,9242,0.1052,6.2476,5.7996,0.0749
rollernet563,2,62,18,16356,10778,0.4196,6.031,4.9757,0.0951
rollernet439,2,62,23,18623,11829,0.4399,9.4117,4.7003,0.0816
rollernet650,2,62,16,15077,10126,0.1684,6.4103,5.9583,0.0705
rollernet234,2,62,43,25027,13944,0.4657,12.603,3.6919,0.3323
rollernet406,2,62,25,19500,12295,0.248,9.4365,6.23,0.3525
rollernet912,2,62,11,12215,8385,0.0975,10.1856,6.418,0.083
rollernet895,2,62,12,12505,8638,0.3474,5.6652,8.6204,0.0736
rollernet53,2,62,189,48035,25489,3.2512,38.7046,3.9879,0.4598
rollernet12,2,62,832,84702,37191,15.8115,104.1506,9.0849,0.3123
rollernet901,2,62,12,12392,8521,0.0874,4.7395,4.0482,0.0655
rollernet301,2,62,34,22452,13355,0.3215,6.9157,3.5711,0.4997
rollernet114,2,62,88,34234,17685,1.0152,13.0367,2.6391,0.1132
rollernet84,2,62,119,39168,20389,1.7611,16.2248,2.8079,0.1293
rollernet978,2,62,11,12048,8563,0.0805,4.7044,4.3134,0.3029
rollernet87,2,62,115,38654,20181,1.4975,16.0244,2.7434,0.2886
rollernet59,2,62,170,45837,24207,2.533,21.4998,3.0124,0.3493
rollernet393,2,62,26,19777,12327,0.2392,6.1879,3.8555,0.3944
rollernet962,2,62,11,12179,8652,0.0848,4.9732,4.4699,0.0697
rollernet635,2,62,16,15270,10243,0.1299,5.247,4.1013,0.3159
rollernet183,2,62,55,28112,15297,0.7446,9.5784,2.9421,0.0701
rollernet128,2,62,78,32481,16743,0.8993,12.3049,2.6624,0.0797
rollernet704,2,62,15,14415,9795,0.37,5.0543,4.089,0.0718
rollernet774,2,62,13,13688,9457,0.1048,5.1358,4.4323,0.0663
rollernet444,2,62,23,18614,11880,0.3743,6.2451,3.9178,0.0754
rollernet523,2,62,20,16954,11032,0.1747,5.6888,4.2779,0.0801
