File,Gamma,V,T,E,V_living,G_Edges,BBR19,LS,LSAR,DEC
enron6310000,2,150,16,3739,1235,1808,171,185,182,205
enron4280000,2,150,23,4432,1704,2219,238,243,247,268
enron7490000,2,150,14,3457,1082,1591,150,170,161,176
enron8250000,2,150,12,3337,999,1529,140,155,151,160
enron9520000,2,150,11,3222,928,1467,132,142,141,144
enron4190000,2,150,24,4491,1714,2292,233,255,254,276
enron1750000,2,150,57,6485,3403,3311,436,470,464,517
enron3110000,2,150,32,5064,2172,2581,291,316,315,347
enron10000,2,150,9828,20369,28150,2532,1391,1422,1421,1373
enron2300000,2,150,43,5773,2747,2978,369,387,386,428
enron6860000,2,150,15,3648,1162,1774,166,183,180,191
enron1670000,2,150,59,6683,3536,3451,456,482,475,543
enron2810000,2,150,35,5300,2370,2715,316,344,343,378
enron7180000,2,150,14,3619,1159,1757,161,178,178,191
enron3020000,2,150,33,5122,2234,2638,300,325,319,344
enron3680000,2,150,27,4731,1921,2406,250,280,275,300
enron9530000,2,150,11,3231,929,1480,134,143,143,144
enron2560000,2,150,39,5507,2525,2814,336,356,348,403
enron4090000,2,150,25,4563,1785,2319,239,257,260,278
enron140000,2,150,702,14634,14772,4146,1217,1277,1270,1404
enron6170000,2,150,16,3853,1289,1891,180,196,189,212
enron60000,2,150,1638,17145,19960,4008,1496,1553,1552,1650
enron2530000,2,150,39,5511,2557,2796,337,368,362,404
enron4750000,2,150,21,4269,1575,2170,216,232,231,258
enron4530000,2,150,22,4339,1633,2169,217,240,244,265
enron2060000,2,150,48,6113,3049,3151,397,415,418,469
enron4390000,2,150,23,4387,1653,2208,225,247,246,262
enron7430000,2,150,14,3486,1094,1626,152,172,175,174
enron7610000,2,150,13,3442,1059,1596,153,170,165,165
enron880000,2,150,112,8659,5638,4309,683,716,715,817
enron1980000,2,150,50,6203,3091,3198,413,434,425,483
enron2730000,2,150,36,5352,2405,2740,315,340,332,382
enron7090000,2,150,14,3641,1154,1790,167,177,178,191
enron2380000,2,150,42,5696,2698,2892,353,372,366,421
enron6590000,2,150,15,3693,1215,1772,166,187,178,203
enron1420000,2,150,70,7097,3978,3596,500,533,527,599
enron800000,2,150,123,8948,5976,4374,707,738,735,831
enron8120000,2,150,13,3394,1015,1597,146,158,159,173
enron6390000,2,150,16,3753,1226,1837,172,186,183,201
enron7550000,2,150,14,3445,1078,1588,152,167,161,176
enron6920000,2,150,15,3651,1161,1767,167,177,172,187
enron5260000,2,150,19,4083,1455,2029,201,212,215,236
enron440000,2,150,224,11067,8796,4895,953,997,996,1140
enron9050000,2,150,11,3181,918,1423,133,135,140,148
enron3610000,2,150,28,4862,1974,2534,264,297,290,311
enron8260000,2,150,12,3338,1000,1532,141,154,151,166
enron4680000,2,150,21,4263,1580,2120,213,229,229,256
enron1590000,2,150,62,6783,3656,3476,472,490,493,558
enron5490000,2,150,18,3967,1376,1967,193,207,212,221
enron8900000,2,150,12,3248,929,1492,128,142,145,154
enron2940000,2,150,34,5299,2293,2762,315,334,327,377
enron1890000,2,150,52,6256,3190,3209,415,440,440,498
enron390000,2,150,252,11489,9447,4891,987,1040,1037,1153
enron8670000,2,150,12,3273,947,1507,139,147,147,158
enron3770000,2,150,27,4660,1853,2375,250,273,275,299
enron9730000,2,150,11,3147,873,1416,127,135,133,151
enron7730000,2,150,13,3465,1063,1632,154,167,167,174
enron4690000,2,150,21,4282,1585,2152,216,234,235,254
enron760000,2,150,130,9146,6239,4463,726,767,757,872
enron160000,2,150,615,14271,14096,4233,1222,1281,1282,1398
enron260000,2,150,378,12841,11516,4644,1095,1152,1137,1277
enron3950000,2,150,25,4552,1797,2292,240,268,269,288
enron540000,2,150,182,10445,7844,4934,872,925,920,1052
enron9020000,2,150,11,3202,918,1447,133,141,142,158
enron6740000,2,150,15,3641,1171,1746,163,179,178,183
enron4620000,2,150,22,4225,1570,2067,211,230,231,241
enron6340000,2,150,16,3739,1228,1808,170,185,187,195
enron8300000,2,150,12,3351,1000,1541,141,153,155,161
enron2740000,2,150,36,5359,2404,2755,325,338,336,375
enron1910000,2,150,52,6314,3200,3271,413,448,435,493
enron3510000,2,150,28,4794,1970,2427,259,279,282,305
enron1870000,2,150,53,6343,3252,3277,416,447,437,500
enron1640000,2,150,60,6661,3549,3396,448,481,468,529
enron5100000,2,150,20,4052,1463,1986,205,220,216,229
enron9360000,2,150,11,3190,936,1411,133,142,138,150
enron4070000,2,150,25,4555,1780,2306,243,260,267,278
enron7520000,2,150,14,3457,1078,1596,151,169,164,175
enron650000,2,150,152,9687,6893,4610,792,829,826,933
enron2460000,2,150,40,5616,2625,2882,331,368,359,403
enron9700000,2,150,11,3145,875,1412,125,135,131,154
enron2250000,2,150,44,5860,2810,3022,374,400,390,434
enron4480000,2,150,22,4385,1639,2218,226,240,242,267
enron4300000,2,150,23,4450,1709,2251,238,252,254,270
enron600000,2,150,164,10042,7318,4812,846,880,879,1011
enron6700000,2,150,15,3646,1180,1750,165,179,177,199
enron6480000,2,150,16,3708,1227,1801,173,189,184,204
enron5270000,2,150,19,4075,1457,2020,201,211,210,237
enron4960000,2,150,20,4234,1513,2166,203,222,219,250
enron790000,2,150,125,8949,6048,4344,718,751,742,848
enron2620000,2,150,38,5515,2519,2854,328,354,349,405
enron990000,2,150,100,8304,5156,4207,640,674,670,763
enron240000,2,150,410,13046,12006,4536,1128,1164,1158,1301
enron3120000,2,150,32,5025,2169,2549,285,309,307,355
enron3970000,2,150,25,4560,1777,2321,237,263,258,295
enron3850000,2,150,26,4661,1838,2371,247,270,269,291
enron4880000,2,150,21,4165,1510,2073,205,221,224,243
enron2520000,2,150,39,5562,2570,2841,337,370,364,418
enron8830000,2,150,12,3266,939,1510,133,144,144,161
enron5120000,2,150,20,4040,1454,1975,201,219,214,235
enron5070000,2,150,20,4117,1497,2056,205,221,221,247
enron4760000,2,150,21,4264,1574,2166,217,233,234,258
enron4630000,2,150,22,4249,1574,2109,214,230,231,257
enron9600000,2,150,11,3223,928,1484,131,144,141,154
enron7140000,2,150,14,3637,1157,1773,164,175,177,187
enron1440000,2,150,69,7060,3954,3583,491,527,520,587
enron1580000,2,150,63,6746,3671,3356,460,490,488,545
enron1990000,2,150,50,6153,3087,3163,403,430,424,476
enron7570000,2,150,13,3433,1064,1585,150,167,163,175
enron9500000,2,150,11,3216,925,1465,130,141,142,144
enron5830000,2,150,17,3870,1315,1900,185,201,198,210
enron5810000,2,150,17,3846,1305,1875,183,200,200,220
enron5740000,2,150,18,3934,1354,1941,185,204,207,233
enron1070000,2,150,92,7958,4889,3977,595,623,620,731
enron3590000,2,150,28,4859,1979,2542,265,300,290,312
enron8320000,2,150,12,3359,998,1548,139,154,156,160
enron3620000,2,150,28,4764,1932,2430,259,289,286,314
enron1320000,2,150,75,7293,4194,3662,529,562,560,618
enron8860000,2,150,12,3250,932,1492,133,147,148,161
enron8050000,2,150,13,3397,1018,1584,141,152,153,175
enron5800000,2,150,17,3858,1316,1881,185,201,201,224
enron2490000,2,150,40,5668,2610,2975,340,364,359,395
enron1060000,2,150,93,8030,4943,4011,607,632,635,698
enron4450000,2,150,23,4423,1657,2281,225,251,249,274
enron5720000,2,150,18,3931,1354,1927,186,205,204,217
enron4650000,2,150,22,4249,1573,2114,209,226,228,256
enron5470000,2,150,18,3955,1378,1955,192,209,209,225
enron3030000,2,150,33,5152,2233,2667,295,324,316,356
enron2550000,2,150,39,5462,2529,2756,340,354,347,405
enron9380000,2,150,11,3191,936,1411,135,140,136,147
enron380000,2,150,259,11632,9584,4968,1007,1057,1051,1196
enron9300000,2,150,11,3174,918,1402,129,141,141,153
enron6290000,2,150,16,3736,1232,1807,166,183,179,202
enron6930000,2,150,15,3649,1158,1766,167,173,176,185
enron2880000,2,150,35,5280,2341,2717,318,328,324,355
enron9250000,2,150,11,3183,917,1404,131,138,136,151
enron9800000,2,150,11,3141,866,1412,129,134,130,156
enron7780000,2,150,13,3483,1070,1655,154,166,164,174
enron5710000,2,150,18,3917,1350,1902,185,204,204,226
enron5880000,2,150,17,3908,1316,1964,188,200,205,214
enron8480000,2,150,12,3361,999,1568,146,154,156,160
enron5840000,2,150,17,3882,1320,1912,189,201,200,218
enron4230000,2,150,24,4484,1703,2281,237,254,257,274
enron6630000,2,150,15,3701,1220,1802,169,190,181,205
enron7680000,2,150,13,3463,1058,1627,151,168,162,170
enron9900000,2,150,10,3169,852,1448,125,131,134,149
enron9190000,2,150,11,3171,918,1398,127,137,137,149
enron4740000,2,150,21,4296,1584,2195,214,232,233,255
enron7450000,2,150,14,3466,1086,1604,151,169,172,182
enron4790000,2,150,21,4216,1563,2112,220,238,240,268
enron7750000,2,150,13,3459,1062,1624,154,164,164,173
enron4160000,2,150,24,4452,1718,2219,226,251,251,269
enron8460000,2,150,12,3365,999,1565,145,154,157,172
enron2590000,2,150,38,5554,2537,2885,340,365,366,397
enron4060000,2,150,25,4574,1786,2332,245,262,266,281
enron8890000,2,150,12,3244,927,1490,127,142,143,159
enron4210000,2,150,24,4465,1707,2249,233,252,252,277
enron7940000,2,150,13,3401,1021,1588,143,156,149,165
enron7500000,2,150,14,3457,1079,1589,150,170,163,178
enron5210000,2,150,19,4062,1453,1982,200,212,212,232
enron7890000,2,150,13,3419,1038,1600,143,159,156,174
enron9620000,2,150,11,3224,927,1486,129,141,137,145
enron460000,2,150,214,10964,8581,4961,928,977,972,1118
enron6510000,2,150,16,3707,1226,1795,171,191,183,208
enron5110000,2,150,20,4043,1465,1974,203,216,216,234
enron3890000,2,150,26,4605,1847,2304,248,273,270,298
enron3250000,2,150,31,4939,2106,2480,288,299,298,346
enron6910000,2,150,15,3649,1159,1771,166,179,177,190
enron3900000,2,150,26,4607,1846,2291,243,269,266,299
