File,Gamma,DC
test1449,2,0.0206
test0121,2,0.0019
test1344,2,0.0295
test1205,2,0.0062
test0494,2,0.0135
test0188,2,0.009
test0126,2,0.0269
test0340,2,0.0036
test1122,2,0.06
test1163,2,0.0876
test1080,2,0.0143
test0624,2,0.0274
test1493,2,0.0094
test0793,2,0.0042
test0615,2,0.0019
test1194,2,0.0015
test1210,2,0.017
test1154,2,0.0472
test0039,2,0.0075
test0401,2,0.0133
test0608,2,0.0195
test1286,2,0.0137
test1074,2,0.0573
test0133,2,0.0778
test0380,2,0.0256
test0410,2,0.0163
test0416,2,0.0922
test0695,2,0.0236
test0249,2,0.0297
test0376,2,0.115
test0788,2,0.0112
test1331,2,0.0061
test0954,2,0.0644
test0428,2,0.0134
test0014,2,0.0594
test0817,2,0.0423
test1288,2,0.0757
test0253,2,0.0356
test1158,2,0.0454
test0491,2,0.0294
test0190,2,0.0199
test1039,2,0.0108
test0521,2,0.0455
test0714,2,0.002
test0939,2,0.0142
test0607,2,0.0346
test0268,2,0.1066
test0682,2,0.0007
test0434,2,0.0865
test0308,2,0.0313
test1407,2,0.0077
test0148,2,0.0189
test1218,2,0.0132
test0151,2,0.0161
test0497,2,0.0037
test0543,2,0.0349
test0487,2,0.0116
test1004,2,0.0096
test0210,2,0.0342
test0847,2,0.1232
test0277,2,0.065
test0269,2,0.1021
test1099,2,0.0715
test0149,2,0.015
test1273,2,0.0269
test0635,2,0.0305
test0841,2,0.0226
test0391,2,0.0667
test1054,2,0.0217
test1176,2,0.0051
test1033,2,0.0434
test1423,2,0.0054
test1368,2,0.0221
test0538,2,0.0328
test0675,2,0.0494
test0366,2,0.0067
test1264,2,0.0028
test0794,2,0.033
test1315,2,0.0075
test1319,2,0.0132
test1146,2,0.0024
test0918,2,0.0058
test1466,2,0.003
test1308,2,0.011
test1497,2,0.0115
test0140,2,0.0439
test1191,2,0.0067
test0078,2,0.031
test1324,2,0.0031
test0982,2,0.0723
test0482,2,0.0124
test0027,2,0.0576
test1248,2,0.003
test0909,2,0.0171
test0305,2,0.0114
test0919,2,0.0323
test0886,2,0.0044
test0158,2,0.0625
test1087,2,0.0225
test0528,2,0.0022
test1145,2,0.0153
test1129,2,0.0583
test1226,2,0.0679
test0486,2,0.0357
test1490,2,0.0032
test1052,2,0.0345
test0186,2,0.0565
test0844,2,0.006
test1444,2,0.0791
test0465,2,0.0067
test0124,2,0.0048
test0529,2,0.0195
test0339,2,0.0239
test1183,2,0.028
test0860,2,0.0909
test1295,2,0.0356
test1098,2,0.0468
test1212,2,0.0069
test0843,2,0.004
test0946,2,0.0535
test0862,2,0.0034
test0052,2,0.0583
test0065,2,0.1335
test0798,2,0.0301
test0204,2,0.0097
test0687,2,0.0308
test0008,2,0.013
test1067,2,0.0072
test0546,2,0.0493
test0537,2,0.0102
test0516,2,0.0364
test1184,2,0.0824
test0261,2,0.0956
test1058,2,0.0679
test0289,2,0.019
test1215,2,0.0198
test0527,2,0.0265
test1456,2,0.0175
test0582,2,0.0029
test0517,2,0.0062
test0319,2,0.023
test0883,2,0.0153
test0002,2,0.0183
test0576,2,0.0328
test1251,2,0.0531
test0609,2,0.0285
test0858,2,0.0459
test0457,2,0.0843
test0280,2,0.0079
test0322,2,0.0108
test0765,2,0.0016
test0067,2,0.0036
test1032,2,0.0434
test0384,2,0.054
test0984,2,0.1212
test1108,2,0.0212
test1138,2,0.0581
test0778,2,0.0196
test1241,2,0.0898
test0421,2,0.0562
test0276,2,0.0141
test0435,2,0.0638
test1089,2,0.031
test1416,2,0.0101
test0814,2,0.0135
test0597,2,0.0954
test0826,2,0.1383
test0135,2,0.0078
test0118,2,0.0745
test0329,2,0.0125
test1316,2,0.0971
test0652,2,0.0134
test0879,2,0.0294
test1009,2,0.0037
test0402,2,0.0031
test0587,2,0.0712
test0049,2,0.0063
test0647,2,0.0086
test0548,2,0.0146
test0096,2,0.0187
test1078,2,0.0135
test0964,2,0.0099
test0146,2,0.0142
test0715,2,0.0897
test0449,2,0.1346
test0867,2,0.0184
test0328,2,0.0353
test0996,2,0.0101
test0040,2,0.0016
test0643,2,0.0018
test0519,2,0.0164
test0649,2,0.0168
test0811,2,0.0365
test0202,2,0.0445
test0303,2,0.0327
test0944,2,0.0483
test0439,2,0.1106
test0333,2,0.0076
test0405,2,0.0162
test1335,2,0.0083
test0353,2,0.0129
test0988,2,0.0086
test0441,2,0.0038
test0994,2,0.0246
test0382,2,0.0126
test0296,2,0.0396
test0795,2,0.0043
test0330,2,0.073
test0222,2,0.0105
test0123,2,0.0545
test0483,2,0.0136
test0265,2,0.0191
test0247,2,0.0015
test0827,2,0.0236
test0143,2,0.0975
test0512,2,0.0099
test0404,2,0.0179
